17,16,2000,1000,27252.589
17,15,2000,500,27255.397
30,18,1500,1000,27258.646
25,11,2000,1500,27259.452
17,13,1500,1000,27262.826
25,22,500,500,27263.721
20,18,2000,1000,27269.549
18,18,2000,2000,27275.745
34,12,1500,2000,27279.729
34,21,1000,500,27297.125
17,17,1500,1000,27308.107
34,15,1000,1000,27310.482
17,15,1500,2000,27341.28
17,8,1000,2000,27365.241
63,18,1000,500,27387.005
34,20,1000,2000,27426.389
17,17,1000,1000,27436.609
17,19,2000,1500,27443.91
17,10,1000,1000,27446.143
18,19,2000,1000,27460.131
17,16,2000,2000,27462.628
17,22,1000,1500,27462.949
17,10,2000,2000,27476.047
18,22,1500,1000,27476.75
30,20,2000,1500,27478.035
34,10,500,1500,27483.407
34,23,1500,2000,27496.888
34,27,1000,1000,27511.221
25,17,1500,1000,27514.101
46,6,500,1500,27535.738
25,20,1500,2000,27544.081
17,22,1000,1500,27564.478
25,17,1000,1000,27574.083
28,18,500,1000,27633.821
20,19,1000,1500,27642.038
20,21,2000,1000,27650.535
63,18,500,500,27726.475
34,12,1500,1500,27731.601
63,11,2000,2000,27755.473
30,18,1000,500,27795.776
34,16,1000,1500,27801.045
18,20,1000,2000,27801.969
30,23,2000,1500,27811.273
25,13,1000,1000,27826.108
18,16,2000,1000,27826.118
17,16,2000,2000,27826.261
34,15,2000,1000,27839.688
20,18,2000,500,27843.936
30,22,1000,1500,27874.152
34,7,1000,500,27874.181
20,15,2000,500,27880.561
20,19,2000,500,27880.684
46,14,1000,2000,27884.901
30,19,1500,2000,27900.743
34,22,2000,500,27910.694
20,18,1000,500,27915.828
28,18,2000,1500,27934.05
17,19,1000,1000,27949.924
51,20,2000,2000,27962.015
17,11,2000,500,27977.635
17,15,2000,500,27993.696
30,21,2000,1000,27996.319
20,21,1000,1000,28005.538
20,14,1000,1500,28037.574
20,18,500,1500,28040.858
30,23,1000,1500,28046.6
18,27,1000,500,28085.07
34,18,2000,1000,28143.344
25,22,500,1500,28149.608
17,19,1000,500,28177.593
34,10,500,1000,28195.183
30,21,1000,2000,28196.699
18,16,2000,500,28202.094
20,16,2000,1000,28214.226
30,21,1000,2000,28218.828
18,14,500,1000,28228.418
18,25,1000,500,28262.699
20,22,2000,1500,28919.253
46,24,1500,2000,28299.491
18,20,500,500,28330.628
46,15,2000,1500,28335.169
18,19,1000,500,28372.267
34,20,1000,1500,28391.492
20,20,1500,2000,28393.186
18,24,500,2000,28403.271
20,17,1000,2000,28405.799
46,20,1500,1500,28417.839
46,19,2000,2000,28549.023
46,20,2000,1000,28551.927
18,17,2000,1000,28556.781
20,19,500,2000,28567.885
30,28,1000,1500,28569.974
18,16,1000,2000,28586.297
46,18,2000,500,28593.75
20,19,1000,1000,28615.527
18,22,1000,1000,28659.144
20,20,1500,500,28660.417
20,18,1000,2000,28676.074
18,17,2000,500,28695.179
34,25,500,500,28750.716
63,17,500,1000,28755.883
63,22,1500,1000,28781.664
20,15,500,1500,28781.864
31,17,1500,500,28789.702
30,19,1000,500,28800.196
34,9,500,1000,28830.024
20,26,1000,500,28853.852
20,19,2000,1000,28885.228
46,19,1500,1000,28916.116
20,20,500,1000,28978.318
46,17,500,1000,28983.015
20,20,1500,1000,29025.749
20,21,1000,2000,29051.72
34,20,2000,2000,29068.709
63,14,500,1000,29090.538
34,23,1000,1500,29099.672
20,16,500,1000,29127.782
